,0
1907,kalau pakai logika coba disurvey kalau gak ada iklan rokok apa lantas perokok akan berkurang sekali lagi pakai logika apa ada orang atau perusahaan yang mau menggelontorkan duit u2 63 yang jumlahnya sedikit untuk menelorkan atlit yang unggul dan berprestasi tanpa menarik imbalan barangkali anggota kpai mau saweran untuk pendanaan ini mikir pakai logika
1908,kpai kenapa tidak mensponsori acara2 seperti ini kalo kpai membuat acara yg berfaedah seperti ini kan perusahaan macam djarum wismilak dll tidak perlu buat krn sudah ada wadahnya selama ini uang dr negara buat apa saja yg buaanyaaak itu
1909,setuju bubarin aja tuh lembaga ga penting ada mereka juga tetap aja byk terjadi kekerasan thd anak ga ada relevansinya antara audisi dgn rokok
1910,simple saja mengapa mereka kpai mengincar ke stake holder djarum kenapa tidak berani langsung ke pembuat kebijakan institusi pemerintah agar membuat kebijakan yang melarang perusahaan rokok beredar di indonesia
1911,fine lalu apa tindakan kpai untuk bentuk2 eksploitasi lainnya yang terjadi di depan mata
1912,mending urusin guru yg diserang ortu yg berantem tuh bu dari pada urusin bulutangkis
1913,waktu anak 2 dibawa demo di jalan juga anak 2 ngamen dan ngasong di jalan ke mana aja bu
1914,bodoh
1915,ganti logo djarum dengan kpai begitu keinginan emak2 terhormat
1916,sponsor ya pastikan cantumkan logo dan nama perusahaan lah kalau anda tidak senang bagaimana kalau anda yang jadi donatur dan beri beasiswa sudah bagus ada yang mau beri
1917,u2 63kpai omong doangg
1918,minta dong hentikan itu shitnetro sama talk show yang umbar maki2an itu yg mesti di beraangus
1919,solusinya sederhana larang semua pabrik rokok menjadi sponsor acara olah raga selesai semua termasuk acara olah raga nya sendiri juga selesai wk wk wk wk
1920,kptai memang seperti itu emang ada yg mau jadi sponsor tapi nama perusahaannya tdk di pajang
1921,sekarang dampak dari sinetron kok situ diam efek negatif jelas besar anda mgkin sdh tau tp kenapa masih diam apalagi sinetron dengan gaya khas anak sekolahan yg disisipi gank jalanan u masih tutup mata juga sekarang lo berani minta brand dari produk kesehatan untuk gantikan pb djarum u sperti sumur kering mata airnya
1922,ada tulisannya djarum ya wajar wong yang ngadain djarum dan sebagai tanda bukti csr mereka kalau diturunkan dan dilarang ya sudah benar langkah djarum nggak usah ngadain lagi
1923,trus solusi kpai apa terhadap calon atlet2 cilik ini banyak anak2 ikut pawai obor teriak bunuh ahok anak terlantar dizolimi disiksa dll kalian diem aja lebih baik kalian aja yg dibubarin gaji kalian cuma jadi benalu negara
1924,pihak pb djarum nya sudah ngalah mau menghapus logo dan tulisan djarum nya tapi tetap ditolak kpai jadi sebenernya ada misi apa nih komisi
1925,dulu jaman gubernur bapak ali sadikin jakarta dibangun dari uang2 judi apakah penduduknya lantas semua menjadi penjudi lembaga2 seperti kpai ini yg bisa menghancurkan bangsa mungkin target mrk memang seperti itu agar bisa seperti negara2 khilafah liat aja pengurus kpai semuanya homogen alias setipe alias kadal gurun
1926,kata kata eksploitasi anak anak yg tdk tepat di teriakkan kpai harusnya datang ke pb jarum dan meminta secara baik baik pencopotan logo yg mengeksploitasi anak anak itu sinetron demo iklan tv dimana posisi kpai selama ini bubarkan saja tiada guna habisin apbn saja
1927,nanti kpai yg jadi sponsor
1928,setelah si cucan keteteran dicecar netizen sekarang muncul emak emak tukang bajaj yang kerjaannya ngeles mulu
1929,ban iklan rokok selamatkan generasi penerus dari rokok
1930,banyak kali cakap kau siti aku harap sudah banyak juga yg kau lakukan bubarkan kpai lembaga gak berguna
1931,apa masalahnya dg brand logo dll hingga harus diturunkan apa bedanya dengan tulisan merokok membahayakan kesehatan pada kemasan rokok sama saja org jg tetap merokok wajar nempel produknya sesuai dg kontribusinya lha loe kpai apa produkmu
1932,kedunguan kpai dalam menegakkan uu sampah
1933,bubarkankpai
1934,1 tahun lagi dan seterusnya indonesia tidak dipandang lagi bulutangkisnya karena tidak ada prestasi karena lembaga ini kalau djarum melakukan exploitasi ngapain membesarkan bulutangkis indonesia mikir kpai memang pantas dibubarkan
1935,saya mendukung kpai tindakan kpai sudah tepat sudah saatnya perusahaan rokok tidak menjadi motor pengembangan olahraga di indonesia rokok itu meracuni bangsa larang peredarannya tutup pabriknya
1936,1 saya sangat se7 kpai di bubarkan mereka ga ada guna
1937,trus yang mau ngembangin bakat anak2 indo siapa kpai mau bikin audisi kyak gtu pemerintah mau bikin audisi kyak yg djarum lakuin
1938,woo bikin survey tp ksh pilihan jawaban yg menggiring tu logika dasar psikolog yg dipakai mentalis hipnotis pesulap spy bs setir org secara halus sesuai keinginannya
1939,kalau saya jadi pemilik jarum mending saya stop saja kegiatan itu drpd sudah susah payah keluar pikiran dan biaya tapi malah di salahkan buat jarum saya mendukung kegiaan tsb tapi kalau kegiatan itu malah di salahkan lebih baik dananya di salurkan ke hal2 sosial yg gk bisa di recoki pihak lain saja
1940,logikanya kemana ya bubarin
1941,kpai kontribusinya apa pb djarum apa utk pb djarum klo gak salah mayoritas legenda bulutangkis indonesia dr situ semua kpai
1942,gak guna apa kontribusinya buat prestasi bangsa ini
1943,semua orang gampang mengkritik atau menuduh tanpa bukti real di lapangan tanpa ada solusi yang terbaik
1944,hahaha idola deket dengan rokok terus fans terpapar jadi pe rokok logikanya dimana ya aneh klo idola gw deket dengan produk pembalut trus gw ikutan pake pembalut gitu pekok banget kpai gw kan laki wkwkwkwk
1945,kpai mmg salah sasaran hrsnya yg mengizinkan produksi perdagangan rokok yg diprotes berani ga kl ini cm cari panggung layar tancap
1946,biar kelihatan kerja saja
1947,logikanya si sitty ini kok rendah sekali hrsnya orang2 bodoh jangan jd pejabat lah
1948,halooo ibu ibu sudah bangunnn djarum kan swasta duit mereka kan dari berbagai macam sumber bukan duit pajak seperti gaji ibu wajar kalau pb djarum dipasang di dada kecuali ibu spensornya ya silahkan bikin audisi sendiri
1949,maju terus bu hadapi dengan sabar apa yg ibu perjuangkan juga utk masa depan anak anak mereka yg sekarang nyinyir dengan kpai bahwasanya mereka tidak paham mohon dimaklumi karena negara ini memang sdh terlalu lama kerja dan kerja lupa belajar hal hal penting yg bahkan untuk masa depan anak cucu mereka
1950,kepo dan ga bermutu bubar kan saja
1951,ya wajar aja namanya juga branding terus mau duitnya tp gk mau perusahaannya
1952,kpai top markotop rokok membunuhmu teu udud ge paeh
1953,kpai hati2 dalam membuat kebijakan lebih baik urusi acara tv yg tidak mendidik sekarang salah pb djarum apa itu kan cuma bagian dari sponsor justru acara tersebut akan mendapatkan bibit baru pebulutangkis
1954,disini banyak buxzzer2 jarum rupanya maju terus kpai
1955,hahaha justru itu pemiikiran kpai yang terlalu dangkal dan sempit gak open minded pantes negara kita ga maju maju wong pejabat nya saja pemikirannya sempit semua anak sekarang juga pada tau kalo djarum itu perusahaan rokok jangankan yang audisi bulutangkis banyak anak kecil yang merokok dan mereka belajar rokok bukan dari iklan audisi bulutangkis hadehhhh kita lihat kpai bisa apa kalau prestasi olahraga kita hancur kita tahu siapa yang paling bersalah
1956,kpai apakah kalian yg bekerja di kpai mengerti bagaimana ganasnya efek sinetron yg sekarang ada di semua televisi untuk anak anak bahkan sampai ke orang tua logo dan atribut itu mereka jualan dan bayar buat apa mereka bayar tanda ada yg mereka dapatkan anak kecil tidak akan langsung terhipnotis untuk menikmati rokok tersebut mereka yg cerdas justru tau lomba itu di sponsori oleh perusahaan rokok tapi tentu tidak akan tau rokok itu harus juga mereka sedot goblok tontonan kartun banyak yg di hapus sinetron yg punya efek keras kepada seluruh masyarakat mereka loloskan goblok
1957,kpai knp ga urusin anak2 terlantar juga kok pada diam aja mau cari nama yaa kpai ekspoitasi anak yg jelas2 tiap hari dilihat orang kpai dijalan raya malah didiamkan kan tolol namanya
1958,klu anda konsisten dng argumentasi anda tutup pabrik rokok berani ga jangan double standard ud83d ude 4 ud83d ude 3 ud83d ude 1
1959,brainwash merk rokok memang hebat solusi gampang ganti nama djarum saja gak mau memilih kontra dg kpai mau buktikan brand nya memang kuat coba ganti nama pb indonesia gitu atau apalah
1960,audisi tutup aja apapun alasannya dari kpai ini jadi indonesia gk us punya target internasional cukup lokal aja tradisional aja so badminton dan bulutangkis tidak ada lagi berubah namanya jadi tepokan spt era th 194 sd 196 silam titik
1961,bubarkan kpai gak ada gunanya nih lembaga
1962,emang penyebabnya itu iklan bea siswa djarum foundation sebelum ada djarum foundation sudah banyak anak2 terpapar rokok itu ajaran siapa karena melihat orang2 sekitar bukan karena iklan bulutangkis djarum mikirlah sedikit kpai bubarkan kpai ora mutu
1963,logika anda kemana sampai anda tidak bisa membedakan mana yayasan dan mana soal industri dan faktanya yayasan itu sudah bertahun2
1964,tau merek rokok bkn berarti mereka merokok dasar cepet
1965,kalau logo djarum di turunkan kpai bs nyarikan sponsor lain kl gak bs nyarikan sponsor gak usah banyak komentar kpai kyk kumpulan orang tdk berpendidikan bsnya cm koar2 tanpa ngasih solusi kl kyk ini anak kecil aja bs
1966,kalau seperti itu apakah kpai bisa cari sponsor dari perusahaan lain yang sanggup untuk mendanai program yang sudah dilakukan oleh djarum
1967,kalau djarum sudah tidak mensponsori audisi bulu tangkis lagi bearti pendanaan audisi tahun 2 2 nanti dari kpai
1968,logika segilitir orang mau dipake untuk menebus kebanggaan rayat indonesia apapun dalilnya kalau kpai ingin menyetop bibit2 bulutangkis indonesia lawanmu kami semua rakyat indonesia
1969,kpai bubar aja
1970,sekarang klo pake logika misalkan anda punya brand trus jd sponsor masa iya g mau nunjukin brand anda itu logika orang awam seperti saya
1971,kembali lagi tidak mungkin perusahaan sponsor mengeluarkan duit cuma2 pasti harus ada timbal balik apa yg didapat si perusahaan kpai kok gk bisa mikir gitu kembali lagi yah pemerintah harusnya menangkap yang menjual rokok ke anak2 sekarang korbannya yah anak2 itu sendiri
1972,bubarkankpai bubarkankpi lembaga sampah
1973,kadang kita lebih bangga kalo menyuguhkan problem karena gaungnya akan lebih dahsyat ketimbang memberikan sumbangsih solusi terhadap permasalahan bangsa
1974,mending kpai ngurus yg jelas2 aja depan mata pengamen bocah di lampu merah pak ogah anak2 punk itu baru masuk logika bu
1975,gw dr dulu suka liat atlet pb djarum ngefans juga tp gw ga akan beli produk djarum krn gw percaya altel nya djarum jg g akan beli rokok djarum ud83d ude 4
1976,orang ini caleg gagal pan
1977,rokok sangat berbahaya bagi kelangsungan hidup bangsa ini bos kpai mestinya mendapat penghargaan atas ketegasannya tau
1978,from hero gatau jg sih to zero
1979,keterlaluan kalo sampe kpai dibubarkan yg bikin trending ini predator anak
1980,mau mengadili persepsi orang lain pakai persepsi sendiri sebaiknya bawa ke pengadilan perdata siapa yg benar dan siapa yg salah tapi tentu perusahaan gak mau repot2 yg paling baik adalah menutup dan meniadakan acara audisi2 itu urusan selesai
1981,saya menyukai badminton dan saya juga suka ada audisi djarum faktanya saya tetap tidak merokok ya sewajarnya ada logo sponsor masak dipasang logo kpai
1982,wkwkwkwk skr pada ribut klarifikasi dan mengeless kalo dibubarin beneran bisa nganggur nih saya ud83e udd23 ud83e udd23 ud83e udd23
1983,sontoloyo lu pada masa kpai suruh dibubarin goblok banget sih kagak pake otak lu ya elu orang suka pedofilia ya lu orang mau suruh anak anak merokok sejak dini ya malu dong diketawain sama negara tetangga dasar tolol sama kaya si gabener
1984,logikanya dimana sponsor tapi disuruh hilangkan logonya bubarkankpai
1985,selama alasannya tidak boleh pakai brand djarum saya setuju di luar negri juga sudah ada aturan aturannya mengenai produk rokok tidak boleh mensponsori ajang olah raga
1986,hasil kerja kpai yang merusak generasi muda cuma berkedok komisi perlindungan anak tapi mana hasil kerja mu anak2 terlantar di setiap lampu merah tidak terlihat malah merusak generasi muda dalam pembinaan olahraga
1987,bubarkankpai
1988,alasan apa pun dengan dasar apa pun itu subjektif yang penting hasilnya lebih banyak manfaat atau mudaratnya utk bangsa dan negara
1989,coba counter nya dgn brita kesuksesan kpai itu apa
1990,ga usah mengalihkan pembicaraan bu pb ini mendanai bibit2 bangsa buat menjadi pemain handal bukan disuruh merokok dia mau pajang merek dagang dia sih wajar saja yang penting selama mereka ga suruh calon atlet ini merokok repot amat yang begini diurusin urusin tuh anak2 terlantar masih banyak masalah lain yang perlu kalian urus
1991,setuju bubarkan kpai klo kpai bisa gantikan djarum untuk beasiswa bulutangkis logo nya diganti dg logo kpai
1992,horeee kl kpai bubar ntar sizuka pake bikini ga disensor lg
1993,kosong sekali isi pikiran kpai ini lol
1994,mau2nya lo siti diperalat sm bloomberg murah amat hrg kpai
1995,yang trendingin bubarkan kpai otaknya pada di dengkul pantes sama malaysia orang indonesia dibilang bodoh ya emang kenyataannya begitu
1996,kpai ingin anak indonesia jadi generasi muda taliban untuk membentuk khilafah
1997,dapet 1 m dari bloomberg initiative to reduce tobacco program kok ga diceritain udh bukan rahasia umum di twitter
1998,bubarkankpai
1999,bubarkankpaisecepatnya
2000,bubarkan kpai itu solusi terbaik titik
2001,siti sebaiknya anda mengundurkan diri tidak becus
2002,logikanya dimana audisi beasiswa jarum exploatasi anak bukti sudah bicara hasil audisi lah hasil kpai apa bubarkankpai
2003,lembaga sampah bubar aja luh
2004,omong kosong
2005,mbak dapet salam dari orang di bloomberg mereka bilang terima kasih tuh atas jasanya
2006,tanpa izin aja ott sering bocor
2007,penyadapan akan semakin berliku dan presiden setuju itu kesimpulannya presiden tdk mau ada ott lg untuk melindungi koruptor
2008,dewan pengawas itu kata persiden dari internal kpk bukan dari dpr supaya pada faham
2009,yang mau disadap keburu ganti nomer kalo gitu caranya
2010,kalau saya justru setuju kpk bubar lembaga ad hoc sudah 2 tahun nggak bikin koruptor jera tapi malah subur kok dipertahankan gayanya seperti lembaga anti body seperti bnn yang menggeledah rumah pribadi padahal kecurigaannya cuma pemakai bukan pengedar kecuali penggerebekan di tempat umum wajarlah sepertinya ada diskriminasi perlakuan yang dipenjara justru bisa jadi bandar
2011,semestinya fnp pimpinan kpk sebelum pilres april 2 19
2012,apaaaa melalui hewan pengawas
2013,oh dewan pengawasnya d p r juga beres deh negeri ini
2014,dewan pengawasnya yang pilih orang2 dpr ud83d ude 2
2015,u2 63saya kecewa amat sangat kecewa savekpk
2016,gimana pak kalo kita nyadap dia eh jangan dia saudara istri saya tau sendiri kan istri saya bisa berabe saya ya udah kita nyadap pohon nira aja ya pak huahahah
2017,bagaimana kalau keluarga penyidik kpk yang terindikasi korupsi dan mendapat bocoran kalau mau disadap bagaimana kalau penyadapan dipakai oleh penyidik kpk untuk keperluan politik keluarganya yang mau ikut kontestasi pemilu
2018,ud83d ude 4 ud83d ude 4 ud83d ude 4 dilihat saja sambil nunggu waktunya tiba akan jadi seperti apa negeri ini dg keputusan krusial yg diambil pak dhe ini waktu gak berbohong waktu pasti membukanya
2019,bisa dibilang kpk itu badan intelijen kalau badan intelijennya disadap bagaimana dah kok gw heran pak jokowi setuju setuju terus
2020,u2 63dari dulu kpk juga dipilih oleh dpr ente kemana aja dewan pengawas butuh karena sekarang di dalam tubuh kpk dibawah para ketua ini ada polisi india dan polisi taliban dan ini harus diawasi secara ketat semua lembaga ada yg perlu diawasi klo dewan pengawas dipilih oleh kpk ya sama aja bohong kpk juga bisa dijadikan alat saya sangat setuju dewan pengawas diisi oleh akademisi dan pegiat tidak boleh politisi
